Device-A, Port-1, no shutdown
Device-B, Port-2, ip address IP-Address-14
Device-B, Port-2, ip address IP-Address-15
Device-B, Port-2, ip address IP-Address-16
Device-B, Port-2, ip address IP-Address-17
Device-B, Port-2, ip address IP-Address-18
Device-B, Port-2, ip address IP-Address-19
Device-B, Port-2, ip address IP-Address-20
Device-B, Port-2, ip address IP-Address-21
Device-B, Port-2, ip address IP-Address-22
Device-B, Port-2, ip address IP-Address-23
Device-B, Port-2, ip address IP-Address-24
Device-B, Port-2, ip address IP-Address-25
Device-B, Port-2, ip address IP-Address-26
Device-B, Port-2, ip address IP-Address-27
Device-B, Port-2, ip address IP-Address-28
Device-B, Port-2, ip address IP-Address-29
Device-B, Port-2, ip address IP-Address-30
Device-B, Port-2, ip address IP-Address-31
Device-B, Port-2, ip address IP-Address-32
Device-B, Port-2, ip address IP-Address-33
Device-B, Port-2, ip address IP-Address-34
Device-B, Port-2, ip address IP-Address-35
Device-B, Port-2, ip address IP-Address-36
Device-B, Port-2, ip address IP-Address-37
Device-B, Port-2, ip address IP-Address-38
Device-B, Port-2, ip address IP-Address-39
Device-B, Port-2, ip address IP-Address-40
Device-B, Port-2, ip address IP-Address-41
Device-B, Port-2, ip address IP-Address-42
Device-B, Port-2, ip address IP-Address-43
Device-B, Port-2, ip address IP-Address-44
Device-B, Port-2, ip address IP-Address-45
Device-B, Port-2, ip address IP-Address-46
Device-B, Port-2, ip address IP-Address-47
Device-B, Port-2, ip address IP-Address-48
Device-B, Port-2, ip address IP-Address-49
Device-B, Port-2, ip address IP-Address-50
Device-B, Port-2, ip address IP-Address-51
Device-B, Port-2, ip address IP-Address-52
Device-B, Port-2, ip address IP-Address-53
Device-B, Port-2, ip address IP-Address-54
Device-B, Port-2, ip address IP-Address-55
Device-B, Port-2, ip address IP-Address-56
Device-B, Port-2, ip address IP-Address-57
Device-B, Port-2, ip address IP-Address-58
Device-B, Port-2, ip address IP-Address-59
Device-B, Port-2, ip address IP-Address-60
Device-B, Port-2, ip address IP-Address-61
Device-B, Port-2, ip address IP-Address-62
Device-B, Port-2, ip address IP-Address-63
Device-B, Port-2, shutdown
Device-B, Port-2, no ip address
Device-B, Port-3, no shutdown
Device-B, Port-3, ip address IP-Address-1
Device-B, Port-3, ip address IP-Address-2
Device-B, Port-3, ip address IP-Address-3
Device-B, Port-3, ip address IP-Address-4
Device-B, Port-3, ip address IP-Address-5
Device-B, Port-3, ip address IP-Address-6
Device-B, Port-3, ip address IP-Address-7
Device-B, Port-3, ip address IP-Address-8
Device-B, Port-3, ip address IP-Address-9
Device-B, Port-3, ip address IP-Address-10
Device-B, Port-3, ip address IP-Address-11
Device-B, Port-3, ip address IP-Address-12
Device-B, Port-3, ip address IP-Address-13
Device-B, Port-3, ip address IP-Address-14
Device-B, Port-3, ip address IP-Address-15
Device-B, Port-3, ip address IP-Address-16
Device-B, Port-3, ip address IP-Address-17
Device-B, Port-3, ip address IP-Address-18
Device-B, Port-3, ip address IP-Address-19
Device-B, Port-3, ip address IP-Address-20
Device-B, Port-3, ip address IP-Address-21
Device-B, Port-3, ip address IP-Address-22
Device-B, Port-3, ip address IP-Address-23
Device-B, Port-3, ip address IP-Address-24
Device-B, Port-3, ip address IP-Address-25
Device-B, Port-3, ip address IP-Address-26
Device-B, Port-3, ip address IP-Address-27
Device-B, Port-3, ip address IP-Address-28
Device-B, Port-3, ip address IP-Address-29
Device-B, Port-3, ip address IP-Address-30
Device-B, Port-3, ip address IP-Address-31
Device-B, Port-3, ip address IP-Address-32
Device-B, Port-3, ip address IP-Address-33
Device-B, Port-3, ip address IP-Address-34
Device-B, Port-3, ip address IP-Address-35
Device-B, Port-3, ip address IP-Address-36
Device-B, Port-3, ip address IP-Address-37
Device-B, Port-3, ip address IP-Address-38
Device-B, Port-3, ip address IP-Address-39
Device-B, Port-3, ip address IP-Address-40
Device-B, Port-3, ip address IP-Address-41
Device-B, Port-3, ip address IP-Address-42
Device-B, Port-3, ip address IP-Address-43
Device-B, Port-3, ip address IP-Address-44
Device-B, Port-3, ip address IP-Address-45
Device-B, Port-3, ip address IP-Address-46
Device-B, Port-3, ip address IP-Address-47
Device-B, Port-3, ip address IP-Address-48
Device-B, Port-3, ip address IP-Address-49
Device-B, Port-3, ip address IP-Address-50
Device-B, Port-3, ip address IP-Address-51
Device-B, Port-3, ip address IP-Address-52
Device-B, Port-3, ip address IP-Address-53
Device-B, Port-3, ip address IP-Address-54
Device-B, Port-3, ip address IP-Address-55
Device-B, Port-3, ip address IP-Address-56
Device-B, Port-3, ip address IP-Address-57
Device-B, Port-3, ip address IP-Address-58
Device-B, Port-3, ip address IP-Address-59
Device-B, Port-3, ip address IP-Address-60
Device-B, Port-3, ip address IP-Address-61
Device-B, Port-3, ip address IP-Address-62
Device-B, Port-3, ip address IP-Address-63
Device-B, Port-3, shutdown
Device-B, Port-3, no ip address
Device-B, Port-4, no shutdown
Device-B, Port-4, ip address IP-Address-1
Device-B, Port-4, ip address IP-Address-2
Device-B, Port-4, ip address IP-Address-3
Device-B, Port-4, ip address IP-Address-4
Device-B, Port-4, ip address IP-Address-5
Device-B, Port-4, ip address IP-Address-6
Device-B, Port-4, ip address IP-Address-7
Device-B, Port-4, ip address IP-Address-8
Device-B, Port-4, ip address IP-Address-9
Device-B, Port-4, ip address IP-Address-10
Device-B, Port-4, ip address IP-Address-11
Device-B, Port-4, ip address IP-Address-12
Device-B, Port-4, ip address IP-Address-13
Device-B, Port-4, ip address IP-Address-14
Device-B, Port-4, ip address IP-Address-15
Device-B, Port-4, ip address IP-Address-16
Device-B, Port-4, ip address IP-Address-17
Device-B, Port-4, ip address IP-Address-18
Device-B, Port-4, ip address IP-Address-19
Device-B, Port-4, ip address IP-Address-20
Device-B, Port-4, ip address IP-Address-21
Device-B, Port-4, ip address IP-Address-22
Device-B, Port-4, ip address IP-Address-23
Device-B, Port-4, ip address IP-Address-24
Device-B, Port-4, ip address IP-Address-25
Device-B, Port-4, ip address IP-Address-26
Device-B, Port-4, ip address IP-Address-27
Device-B, Port-4, ip address IP-Address-28
Device-B, Port-4, ip address IP-Address-29
Device-B, Port-4, ip address IP-Address-30
Device-B, Port-4, ip address IP-Address-31
Device-B, Port-4, ip address IP-Address-32
Device-B, Port-4, ip address IP-Address-33
Device-B, Port-4, ip address IP-Address-34
Device-B, Port-4, ip address IP-Address-35
Device-B, Port-4, ip address IP-Address-36
Device-B, Port-4, ip address IP-Address-37
Device-B, Port-4, ip address IP-Address-38
Device-B, Port-4, ip address IP-Address-39
Device-B, Port-4, ip address IP-Address-40
Device-B, Port-4, ip address IP-Address-41
Device-B, Port-4, ip address IP-Address-42
Device-B, Port-4, ip address IP-Address-43
Device-B, Port-4, ip address IP-Address-44
Device-B, Port-4, ip address IP-Address-45
Device-B, Port-4, ip address IP-Address-46
Device-B, Port-4, ip address IP-Address-47
Device-B, Port-4, ip address IP-Address-48
Device-B, Port-4, ip address IP-Address-49
Device-B, Port-4, ip address IP-Address-50
Device-B, Port-4, ip address IP-Address-51
Device-B, Port-4, ip address IP-Address-52
Device-B, Port-4, ip address IP-Address-53
Device-B, Port-4, ip address IP-Address-54
Device-B, Port-4, ip address IP-Address-55
Device-B, Port-4, ip address IP-Address-56
Device-B, Port-4, ip address IP-Address-57
Device-B, Port-4, ip address IP-Address-58
Device-B, Port-4, ip address IP-Address-59
Device-B, Port-4, ip address IP-Address-60
Device-B, Port-4, ip address IP-Address-61
Device-B, Port-4, ip address IP-Address-62
Device-B, Port-4, ip address IP-Address-63
Device-B, Port-4, shutdown
Device-B, Port-4, no ip address
Device-B, Port-5, no shutdown
Device-B, Port-5, ip address IP-Address-1
Device-B, Port-5, ip address IP-Address-2
Device-B, Port-5, ip address IP-Address-3
Device-B, Port-5, ip address IP-Address-4
Device-B, Port-5, ip address IP-Address-5
Device-B, Port-5, ip address IP-Address-6
Device-B, Port-5, ip address IP-Address-7
Device-B, Port-5, ip address IP-Address-8
Device-B, Port-5, ip address IP-Address-9
Device-B, Port-5, ip address IP-Address-10
Device-B, Port-5, ip address IP-Address-11
Device-B, Port-5, ip address IP-Address-12
Device-B, Port-5, ip address IP-Address-13
Device-B, Port-5, ip address IP-Address-14
Device-B, Port-5, ip address IP-Address-15
Device-B, Port-5, ip address IP-Address-16
Device-B, Port-5, ip address IP-Address-17
Device-B, Port-5, ip address IP-Address-18
Device-B, Port-5, ip address IP-Address-19
Device-B, Port-5, ip address IP-Address-20
Device-B, Port-5, ip address IP-Address-21
Device-B, Port-5, ip address IP-Address-22
Device-B, Port-5, ip address IP-Address-23
Device-B, Port-5, ip address IP-Address-24
Device-B, Port-5, ip address IP-Address-25
Device-B, Port-5, ip address IP-Address-26
Device-B, Port-5, ip address IP-Address-27
Device-B, Port-5, ip address IP-Address-28
Device-B, Port-5, ip address IP-Address-29
Device-B, Port-5, ip address IP-Address-30
Device-B, Port-5, ip address IP-Address-31
Device-B, Port-5, ip address IP-Address-32
Device-B, Port-5, ip address IP-Address-33
Device-B, Port-5, ip address IP-Address-34
Device-B, Port-5, ip address IP-Address-35
Device-B, Port-5, ip address IP-Address-36
Device-B, Port-5, ip address IP-Address-37
Device-B, Port-5, ip address IP-Address-38
Device-B, Port-5, ip address IP-Address-39
Device-B, Port-5, ip address IP-Address-40
Device-B, Port-5, ip address IP-Address-41
Device-B, Port-5, ip address IP-Address-42
Device-B, Port-5, ip address IP-Address-43
Device-B, Port-5, ip address IP-Address-44
Device-B, Port-5, ip address IP-Address-45
Device-B, Port-5, ip address IP-Address-46
Device-B, Port-5, ip address IP-Address-47
Device-B, Port-5, ip address IP-Address-48
Device-B, Port-5, ip address IP-Address-49
Device-B, Port-5, ip address IP-Address-50
Device-B, Port-5, ip address IP-Address-51
Device-B, Port-5, ip address IP-Address-52
Device-B, Port-5, ip address IP-Address-53
Device-B, Port-5, ip address IP-Address-54
Device-B, Port-5, ip address IP-Address-55
Device-B, Port-5, ip address IP-Address-56
Device-B, Port-5, ip address IP-Address-57
Device-B, Port-5, ip address IP-Address-58
Device-B, Port-5, ip address IP-Address-59
Device-B, Port-5, ip address IP-Address-60
Device-B, Port-5, ip address IP-Address-61
Device-B, Port-5, ip address IP-Address-62
Device-B, Port-5, ip address IP-Address-63
Device-B, Port-5, shutdown
Device-B, Port-5, no ip address
Device-B, Port-6, no shutdown
Device-B, Port-6, ip address IP-Address-1
Device-B, Port-6, ip address IP-Address-2
Device-B, Port-6, ip address IP-Address-3
Device-B, Port-6, ip address IP-Address-4
Device-B, Port-6, ip address IP-Address-5
Device-B, Port-6, ip address IP-Address-6
Device-B, Port-6, ip address IP-Address-7
Device-B, Port-6, ip address IP-Address-8
Device-B, Port-6, ip address IP-Address-9
Device-B, Port-6, ip address IP-Address-10
Device-B, Port-6, ip address IP-Address-11
Device-B, Port-6, ip address IP-Address-12
Device-B, Port-6, ip address IP-Address-13
Device-B, Port-6, ip address IP-Address-14
Device-B, Port-6, ip address IP-Address-15
Device-B, Port-6, ip address IP-Address-16
Device-B, Port-6, ip address IP-Address-17
Device-B, Port-6, ip address IP-Address-18
Device-B, Port-6, ip address IP-Address-19
Device-B, Port-6, ip address IP-Address-20
Device-B, Port-6, ip address IP-Address-21
Device-B, Port-6, ip address IP-Address-22
Device-B, Port-6, ip address IP-Address-23
Device-B, Port-6, ip address IP-Address-24
Device-B, Port-6, ip address IP-Address-25
Device-B, Port-6, ip address IP-Address-26
Device-B, Port-6, ip address IP-Address-27
Device-B, Port-6, ip address IP-Address-28
Device-B, Port-6, ip address IP-Address-29
Device-B, Port-6, ip address IP-Address-30
Device-B, Port-6, ip address IP-Address-31
Device-B, Port-6, ip address IP-Address-32
Device-B, Port-6, ip address IP-Address-33
Device-B, Port-6, ip address IP-Address-34
Device-B, Port-6, ip address IP-Address-35
Device-B, Port-6, ip address IP-Address-36
Device-B, Port-6, ip address IP-Address-37
Device-B, Port-6, ip address IP-Address-38
Device-B, Port-6, ip address IP-Address-39
Device-B, Port-6, ip address IP-Address-40
Device-B, Port-6, ip address IP-Address-41
Device-B, Port-6, ip address IP-Address-42
Device-B, Port-6, ip address IP-Address-43
Device-B, Port-6, ip address IP-Address-44
Device-B, Port-6, ip address IP-Address-45
Device-B, Port-6, ip address IP-Address-46
Device-B, Port-6, ip address IP-Address-47
Device-B, Port-6, ip address IP-Address-48
Device-B, Port-6, ip address IP-Address-49
Device-B, Port-6, ip address IP-Address-50
Device-B, Port-6, ip address IP-Address-51
Device-B, Port-6, ip address IP-Address-52
Device-B, Port-6, ip address IP-Address-53
Device-B, Port-6, ip address IP-Address-54
Device-B, Port-6, ip address IP-Address-55
Device-B, Port-6, ip address IP-Address-56
Device-B, Port-6, ip address IP-Address-57
Device-B, Port-6, ip address IP-Address-58
Device-B, Port-6, ip address IP-Address-59
Device-B, Port-6, ip address IP-Address-60
Device-B, Port-6, ip address IP-Address-61
Device-B, Port-6, ip address IP-Address-62
Device-B, Port-6, ip address IP-Address-63
Device-B, Port-6, shutdown
Device-B, Port-6, no ip address
Device-B, Port-7, no shutdown
Device-B, Port-7, ip address IP-Address-1
Device-B, Port-7, ip address IP-Address-2
Device-B, Port-7, ip address IP-Address-3
Device-B, Port-7, ip address IP-Address-4
Device-B, Port-7, ip address IP-Address-5
Device-B, Port-7, ip address IP-Address-6
Device-B, Port-7, ip address IP-Address-7
Device-B, Port-7, ip address IP-Address-8
Device-B, Port-7, ip address IP-Address-9
Device-B, Port-7, ip address IP-Address-10
Device-B, Port-7, ip address IP-Address-11
Device-B, Port-7, ip address IP-Address-12
Device-B, Port-7, ip address IP-Address-13
Device-B, Port-7, ip address IP-Address-14
Device-B, Port-7, ip address IP-Address-15
Device-B, Port-7, ip address IP-Address-16
Device-B, Port-7, ip address IP-Address-17
Device-B, Port-7, ip address IP-Address-18
Device-B, Port-7, ip address IP-Address-19
Device-B, Port-7, ip address IP-Address-20
Device-B, Port-7, ip address IP-Address-21
Device-B, Port-7, ip address IP-Address-22
Device-B, Port-7, ip address IP-Address-23
Device-B, Port-7, ip address IP-Address-24
Device-B, Port-7, ip address IP-Address-25
Device-B, Port-7, ip address IP-Address-26
Device-B, Port-7, ip address IP-Address-27
Device-B, Port-7, ip address IP-Address-28
Device-B, Port-7, ip address IP-Address-29
Device-B, Port-7, ip address IP-Address-30
Device-B, Port-7, ip address IP-Address-31
Device-B, Port-7, ip address IP-Address-32
Device-B, Port-7, ip address IP-Address-33
Device-B, Port-7, ip address IP-Address-34
Device-B, Port-7, ip address IP-Address-35
Device-B, Port-7, ip address IP-Address-36
Device-B, Port-7, ip address IP-Address-37
Device-B, Port-7, ip address IP-Address-38
Device-B, Port-7, ip address IP-Address-39
Device-B, Port-7, ip address IP-Address-40
Device-B, Port-7, ip address IP-Address-41
Device-B, Port-7, ip address IP-Address-42
Device-B, Port-7, ip address IP-Address-43
Device-B, Port-7, ip address IP-Address-44
Device-B, Port-7, ip address IP-Address-45
Device-B, Port-7, ip address IP-Address-46
Device-B, Port-7, ip address IP-Address-47
Device-B, Port-7, ip address IP-Address-48
Device-B, Port-7, ip address IP-Address-49
